Image,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,...1,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women
I232,Destruction 9,Scene,Pixabay,3.55555555555556,0.878968526047396,108,2.48543689320388,1.66782750359946,103,I232,3.631578947,0.858395075,57,3.470588235,0.902284682,51,2.1875,1.511040926,48,2.745454545,1.766123416,55
I240,Dirt 5,Scene,Pixabay,3.54455445544554,0.83096031764757,101,1.99029126213592,1.37552232953178,103,I240,3.620689655,0.834089191,58,3.441860465,0.825265486,43,2.163265306,1.389648318,49,1.849056604,1.364328891,53
I557,Nude man 18,Person,Wikipedia,3.53703703703704,1.32852195241731,108,3.51923076923077,1.96068528356286,104,I557,3.175438596,1.377404482,57,3.941176471,1.156058211,51,2.795918367,1.936272104,49,4.163636364,1.761350874,55
I492,Miserable face 1,Person,Wikipedia,3.52475247524752,1.08253461289642,101,3.43689320388349,1.71309777265597,103,I492,3.672413793,1.12994226,58,3.325581395,0.993333259,43,3.183673469,1.763914555,49,3.679245283,1.661482018,53
I849,Tornado 2,Scene,Pixabay,3.51960784313725,1.48077041867035,102,4.72277227722772,1.67402993928536,101,I849,4.088888889,1.39515757,45,3.107142857,1.384046392,56,4.571428571,1.814295088,49,4.865384615,1.534298667,52
I214,Depressed pose 2,Person,Pixabay,3.48514851485149,0.933957829734711,101,3.24271844660194,1.62375756073034,103,I214,3.25862069,0.76227602,58,3.790697674,1.059158236,43,3.040816327,1.619660248,49,3.471698113,1.600526038,53
I819,Surgery 4,Person,Wikipedia,3.48514851485149,1.18839270770346,101,3.89320388349515,1.86249159155477,103,I819,3.517241379,1.188266898,58,3.441860465,1.201235982,43,3.87755102,1.821545281,49,3.924528302,1.930016507,53
I691,Sad face 4,Person,Pixabay,3.47058823529412,0.919598301810037,102,2.89108910891089,1.39929260770584,101,I691,3.522727273,0.762146185,44,3.431034483,1.027892905,58,2.808510638,1.262128945,47,3,1.521093518,52
I790,Soldiers 9,Person,Pixabay,3.47058823529412,1.37665027773467,102,4.67326732673267,1.48397379283523,101,I790,3.886363636,1.297867824,44,3.155172414,1.361136318,58,4.340425532,1.578064248,47,4.961538462,1.371438896,52
I828,Thunderstorm 4,Scene,Pixabay,3.44554455445545,1.39624673696845,101,4.64077669902913,1.74251547342858,103,I828,3.568965517,1.326015916,58,3.279069767,1.485254209,43,4.591836735,1.694579192,49,4.679245283,1.816310556,53
I776,Snow 4,Scene,Pixabay,3.44444444444444,1.38303021863941,108,2.66346153846154,1.69871783129247,104,I776,3.385964912,1.372619836,57,3.509803922,1.405312051,51,2.632653061,1.616244071,49,2.690909091,1.783387614,55
I283,Dog attack 2,Animal,Wikipedia,3.42574257425743,1.24375668563803,101,4.47572815533981,1.62604211045834,103,I283,3.413793103,1.298237439,58,3.441860465,1.181248846,43,4.326530612,1.448961627,49,4.603773585,1.790354742,53
I365,Frustrated pose 4,Person,Wikipedia,3.42156862745098,0.883694702330398,102,3.27722772277228,1.48404051077582,101,I365,3.386363636,0.753778361,44,3.448275862,0.976431271,58,3.042553191,1.587415822,47,3.519230769,1.350241585,52
I548,Nude man 9,Person,Flickr/Rodrigo S_ Barreto,3.39814814814815,1.00410200560505,108,3.5,1.80613840065763,104,I548,3.210526316,1.12974147,57,3.607843137,0.801958387,51,2.714285714,1.683250823,49,4.2,1.626174789,55
I15,Angry face 1,Person,Pixabay,3.38235294117647,0.954863710632231,102,3.25742574257426,1.48090151830927,101,I15,3.477272727,0.976196615,44,3.310344828,0.940453354,58,3.29787234,1.381789854,47,3.269230769,1.573249224,52
I853,Torture chamber 1,Object,Wikipedia,3.36274509803922,1.29576015142666,102,3.24752475247525,1.66976609496096,101,I853,3.681818182,1.136553895,44,3.120689655,1.364687307,58,3.340425532,1.632237671,47,3.134615385,1.726708829,52
I248,Doctor 7,Person,Pixabay,3.34313725490196,1.15608675921661,102,4.41584158415842,1.76786496505063,101,I248,3.5,0.821229934,44,3.224137931,1.351322983,58,4.255319149,1.674204355,47,4.673076923,1.779195168,52
I454,Knife 2,Object,Pixabay,3.34313725490196,1.04829043325775,102,3.7029702970297,1.55913151757923,101,I454,3.409090909,0.947902993,44,3.293103448,1.124037533,58,3.808510638,1.483800905,47,3.596153846,1.648048345,52
I737,Shooting 1,Person,Wikipedia,3.34313725490196,1.39656649715456,102,4.42574257425743,1.64527526361679,101,I737,3.454545455,1.150420458,44,3.25862069,1.562278417,58,4.382978723,1.595553488,47,4.461538462,1.708818402,52
I136,Cat 7,Animal,Wikipedia,3.32352941176471,1.25990542396809,102,4.40594059405941,1.57593285276868,101,I136,3.4,1.1946852,45,3.285714286,1.317218636,56,4.224489796,1.686531279,49,4.576923077,1.459870446,52
I702,Sad pose 6,Person,Pixabay,3.3168316831683202,1.00926401966291,101,3.19417475728155,1.69808572976486,103,I702,3.396551724,1.007683729,58,3.209302326,1.013201892,43,3.183673469,1.654205114,49,3.188679245,1.765661826,53
I14,Ambulance 3,Object,Pixabay,3.28712871287129,1.09851384755374,101,3.61165048543689,1.78354686118803,103,I14,3.637931034,1.037849934,58,2.813953488,1.006072372,43,3.551020408,1.720722044,49,3.660377358,1.870246757,53
I591,Opossum 1,Animal,Pixabay,3.2843137254902,1.27719875237845,102,4.06930693069307,1.79029285728662,101,I591,3.444444444,1.30654916,45,3.160714286,1.261698505,56,4,1.707825128,49,4.134615385,1.878973919,52
I643,Police 4,Person,Pixabay,3.2843137254902,1.30783965908255,102,3.77227722772277,1.70224080622462,101,I643,3.444444444,1.390806757,45,3.178571429,1.237404069,56,3.714285714,1.645701472,49,3.826923077,1.768140198,52
I407,Graveyard 2,Scene,Wikipedia,3.27722772277228,1.14121699848178,101,3.57281553398058,1.79652137584666,103,I407,3.396551724,1.168889939,58,3.11627907,1.095647283,43,3.530612245,1.768969107,49,3.603773585,1.853682641,53
I388,Gargoyle 2,Object,Wikipedia,3.26851851851852,1.24259662917273,108,3.75961538461538,1.87727954535586,104,I388,3.438596491,1.239492175,57,3.078431373,1.230335519,51,3.653061224,1.762467735,49,3.854545455,1.985299509,55
I23,Animal carcass 2,Animal,Wikipedia,3.25490196078431,1.39792119007456,102,4.02970297029703,1.68793036316404,101,I23,3.477272727,1.190830009,44,3.086206897,1.5250479749999999,58,3.893617021,1.618292747,47,4.230769231,1.722007317,52
I216,Depressed pose 4,Person,Wikipedia,3.25490196078431,0.828768315626398,102,3.28712871287129,1.45833215464356,101,I216,3.227272727,0.831463724,44,3.275862069,0.833363581,58,3.063829787,1.50945218,47,3.538461538,1.378569,52
I852,Tornado 5,Scene,Pixabay,3.25,1.46692506927876,108,4.27884615384615,1.82462514181418,104,I852,3.403508772,1.635102106,57,3.078431373,1.246485255,51,4.06122449,1.795923199,49,4.472727273,1.844456614,55
I453,Knife 1,Object,Pixabay,3.24509803921569,1.21407810039449,102,3.62376237623762,1.70793141049935,101,I453,3.422222222,1.389716925,45,3.125,1.045553355,56,3.673469388,1.700340102,49,3.576923077,1.730308301,52
I735,Shark 10,Animal,Wikipedia,3.23762376237624,1.15020445879405,101,4.46601941747573,1.61982529910459,103,I735,3.310344828,1.142587039,58,3.139534884,1.166627115,43,4.510204082,1.684765673,49,4.41509434,1.586408162,53
I409,Graveyard 4,Scene,Wikipedia,3.21296296296296,1.2828919282426,108,3.625,1.66160233813542,104,I409,3.263157895,1.39548143,57,3.156862745,1.155379574,51,3.489795918,1.569533489,49,3.745454545,1.745026603,55
I406,Graveyard 1,Scene,Wikipedia,3.2037037037037,1.25123684049591,108,3.46153846153846,1.68328779605022,104,I406,3.157894737,1.29269201,57,3.254901961,1.213970959,51,3.183673469,1.628822036,49,3.709090909,1.706987028,55
I87,Bored pose 2,Person,Pixabay,3.18627450980392,0.97219148336833106,102,2.74257425742574,1.54047697383982,101,I87,3.222222222,1.042045386,45,3.196428571,0.882550907,56,2.530612245,1.340118789,49,2.942307692,1.696749621,52
I13,Ambulance 2,Object,Pixabay,3.17821782178218,1.07141065520145,101,3.41176470588235,1.72548137164401,102,I13,3.482758621,1.158362112,58,2.76744186,0.781854002,43,3.530612245,1.672099987,49,3.326923077,1.790181871,52
I825,Thunderstorm 1,Scene,Pixabay,3.16666666666667,1.3568793223154,108,4.54807692307692,1.77293463972698,104,I825,3.368421053,1.39682777,57,2.941176471,1.287039466,51,4.326530612,1.818742183,49,4.745454545,1.723671596,55
I690,Sad face 3,Person,Pixabay,3.13861386138614,0.787777925183196,101,3.42718446601942,1.85557951281635,103,I690,3.155172414,0.790330247,58,3.11627907,0.793104278,43,3.265306122,1.879444845,49,3.566037736,1.855443488,53
I694,Sad face 7,Person,Pixabay,3.13861386138614,1.08655145271908,101,3.79611650485437,1.70558036411376,103,I694,3.448275862,1.078862523,58,2.720930233,0.959304842,43,3.591836735,1.731068641,49,3.962264151,1.686624578,53
I89,Bored pose 4,Person,Wikipedia,3.12745098039216,1.02127437986049,102,3.01980198019802,1.4420832016205,101,I89,3.159090909,0.887724602,44,3.103448276,1.119048079,58,2.978723404,1.421716074,47,3.096153846,1.472088224,52
I701,Sad pose 5,Person,Pixabay,3.11764705882353,0.947055025187997,102,3.35643564356436,1.5465067631009,101,I701,3.111111111,1.172065431,45,3.160714286,0.681623349,56,3.12244898,1.576291178,49,3.576923077,1.499622879,52
I772,Snake 6,Animal,Wikipedia,3.10891089108911,1.42057023831284,101,4.23300970873786,1.89013892784935,103,I772,3.293103448,1.108319744,58,2.860465116,1.740024567,43,4.306122449,1.828069127,49,4.150943396,1.974805019,53
I333,Fireman 1,Person,Pixabay,3.09803921568627,1.46584753250327,102,4.86138613861386,1.75516211769909,101,I333,3.386363636,1.350553876,44,2.879310345,1.522666016,58,4.680851064,1.603072905,47,5.096153846,1.870929468,52
I88,Bored pose 3,Person,Wikipedia,3.08823529411765,0.857153257279446,102,2.71287128712871,1.47876051924148,101,I88,3.133333333,0.967658843,45,3.071428571,0.759357213,56,2.857142857,1.541103501,49,2.576923077,1.419004813,52
I889,Wolf 2,Animal,Flickr/Tambako The Jaguar,3.08823529411765,1.34313760916662,102,4.67326732673267,1.61931411956476,101,I889,2.795454545,1.069221526,44,3.310344828,1.489223235,58,4.489361702,1.666450803,47,4.826923077,1.605397194,52
I418,Gun 8,Object,Pixabay,3.07920792079208,1.45384434047687,101,3.94174757281553,1.70250819996555,103,I418,3.379310345,1.436706592,58,2.674418605,1.392512806,43,4.142857143,1.670828138,49,3.735849057,1.733725905,53
I729,Shark 4,Animal,Pixabay,3.07920792079208,1.11967109739273,101,4.61165048543689,1.81622863783093,103,I729,3.155172414,1.136348787,58,2.976744186,1.10169506,43,4.571428571,1.767766953,49,4.641509434,1.892234532,53
I16,Angry face 2,Person,Wikipedia,3.07843137254902,1.04062314261533,102,3.53465346534653,1.68264289993833,101,I16,3.155555556,0.952402597,45,3.053571429,1.085769821,56,3.836734694,1.585703561,49,3.25,1.73629084,52
I768,Snake 2,Animal,Wikipedia,3.07843137254902,1.43979010096875,102,4.25742574257426,1.9165253212339,101,I768,3.2,1.56088553,45,2.982142857,1.355005152,56,4.142857143,1.892969449,49,4.365384615,1.950654452,52
I446,Jail 5,Scene,Pixabay,3.06862745098039,1.35163856497515,102,3.28712871287129,1.72821661641917,101,I446,3.155555556,1.223919849,45,3.035714286,1.439245834,56,3.387755102,1.668536366,49,3.192307692,1.793653972,52
I793,Spider 1,Animal,Pixabay,3.06862745098039,1.47762053785552,102,4.01980198019802,1.91300913756209,101,I793,3.068181818,1.169331498,44,3.068965517,1.684418469,58,3.765957447,1.879092819,47,4.326923077,1.90686226,52
I491,Memorial 3,Scene,Pixabay,3.05555555555556,1.45225144789488,108,3.52884615384615,1.7788221846073,104,I491,2.98245614,1.517648887,57,3.137254902,1.385923632,51,3.306122449,1.805132516,49,3.727272727,1.747533134,55
I753,Skinhead 1,Person,Wikipedia,3.05555555555556,1.28857911556553,108,3.34615384615385,1.77779852282312,104,I753,2.894736842,1.410220481,57,3.235294118,1.124068242,51,2.87755102,1.775207183,49,3.763636364,1.688343878,55
I689,Sad face 2,Person,Pixabay,3.04950495049505,1.05239001918264,101,4.27184466019417,1.82678424602232,103,I689,3.24137931,1.113085562,58,2.790697674,0.914386069,43,3.857142857,1.892969449,49,4.641509434,1.710761635,53
I711,Scared face 3,Person,Pixabay,3.0462962962963,1.29256868983048,108,4.11538461538461,1.73657229788467,104,I711,3.192982456,1.394358487,57,2.882352941,1.160121697,51,4,1.707825128,49,4.218181818,1.771073216,55
I715,Scary face 2,Person,Pixabay,3.03960396039604,1.11284133711152,101,3.96116504854369,1.88867797988635,103,I715,2.965517241,1.169278038,58,3.139534884,1.03696892,43,3.755102041,1.84312475,49,4.132075472,1.941824438,53
I713,Scared face 5,Person,Flickr/Dee Teal,3.02970297029703,1.0045441308828,101,3.69902912621359,1.85681020737236,103,I713,3.224137931,1.026715141,58,2.76744186,0.921624066,43,3.387755102,1.823644777,49,3.981132075,1.875864581,53
I742,Shot 5,Object,Pixabay,3.02941176470588,1.05732599722823,102,3.71287128712871,1.77390323108881,101,I742,3.181818182,0.994700546,44,2.913793103,1.096797295,58,3.595744681,1.801684893,47,3.884615385,1.745064145,52
I767,Snake 1,Animal,Wikipedia,3,1.32006600495041,102,4.17821782178218,1.94111328677108,101,I767,3.222222222,1.379869705,45,2.839285714,1.261698505,56,4.040816327,1.914410088,49,4.307692308,1.975719889,52
I38,Baby 7,Person,Pixabay,2.97058823529412,1.30843328846192,102,4.24752475247525,1.66976609496096,101,I38,2.911111111,1.083391607,45,3.053571429,1.457515231,56,4.020408163,1.701589893,49,4.461538462,1.626514841,52
I867,War 4,Person,Pixabay,2.97058823529412,1.38203381736319,102,4.78217821782178,1.68287825106892,101,I867,3.133333333,1.516575089,45,2.875,1.251362893,56,4.530612245,1.792368554,49,5.019230769,1.552864331,52
I712,Scared face 4,Person,Pixabay,2.97029702970297,0.910554177899969,101,3.48543689320388,1.91415817605005,103,I712,3.103448276,0.949416352,58,2.790697674,0.832613199,43,3.244897959,1.865594323,49,3.698113208,1.966888461,53
I490,Memorial 2,Scene,Pixabay,2.96039603960396,1.35588194234755,101,3.87378640776699,1.90808194243044,103,I490,3.275862069,1.37385491,58,2.534883721,1.221802673,43,3.897959184,1.884640748,49,3.849056604,1.96504283,53
I498,Miserable pose 5,Person,Pixabay,2.95098039215686,0.947925833465013,102,3.44554455445545,1.58414170783268,101,I498,3.022222222,1.1178081,45,2.928571429,0.759357213,56,3.204081633,1.593993829,49,3.673076923,1.5557755,52
I148,Cemetery 3,Scene,Pixabay,2.94444444444444,1.37285658482312,108,3.63461538461538,1.88534301845493,104,I148,3.01754386,1.445327794,57,2.862745098,1.29645066,51,3.224489796,1.828766731,49,4,1.875771446,55
I370,Funeral 1,Scene,Pixabay,2.92156862745098,1.18310109801104,102,4.23762376237624,1.89287355547847,101,I370,2.777777778,1.203949729,45,3.071428571,1.1418827010000001,56,4.102040816,1.917516818,49,4.365384615,1.878973919,52
I769,Snake 3,Animal,Wikipedia,2.91176470588235,1.3795030040373,102,4.57425742574257,1.96135939926096,101,I769,3.088888889,1.534781924,45,2.785714286,1.246293205,56,4.387755102,1.987631825,49,4.75,1.939021382,52
I816,Surgery 1,Person,Pixabay,2.91176470588235,1.14410188890996,102,4.38613861386139,1.8164266956291,101,I816,3.159090909,0.887724602,44,2.724137931,1.281352129,58,4.127659574,1.764591605,47,4.730769231,1.77250664,52
I794,Spider 2,Animal,Pixabay,2.90196078431373,1.4177782362414,102,4.7029702970297,1.93672173765591,101,I794,3.355555556,1.50989999,45,2.571428571,1.233725221,56,4.693877551,1.981204196,49,4.711538462,1.91317966,52
I771,Snake 5,Animal,Wikipedia,2.9009900990099,1.34539920094409,101,4.39805825242718,1.85419400504319,103,I771,3.068965517,1.197395843,58,2.674418605,1.50745655,43,4.591836735,1.85874473,49,4.20754717,1.864222776,53
I314,Fence 4,Object,Pixabay,2.88235294117647,1.10170091399715,102,3.15841584158416,1.55391552709487,101,I314,2.977272727,1.088814939,44,2.810344828,1.11539304,58,3.191489362,1.393124388,47,3.173076923,1.700301632,52
I419,Gun 9,Object,Pixabay,2.88235294117647,1.43709082956402,102,4.34653465346535,1.73456417329747,101,I419,3.272727273,1.436462651,44,2.586206897,1.376933827,58,4.170212766,1.659218634,47,4.5,1.809560666,52
I697,Sad pose 1,Person,Pixabay,2.88235294117647,1.01760851122619,102,3.67326732673267,1.43602862708993,101,I697,2.863636364,0.701854987,44,2.896551724,1.20946059,58,3.617021277,1.407328513,47,3.711538462,1.486363353,52
I699,Sad pose 3,Person,Wikipedia,2.87037037037037,0.986758997672538,108,3.74038461538462,1.75706724046862,104,I699,2.98245614,1.060512478,57,2.745098039,0.890912729,51,3.265306122,1.55155178,49,4.163636364,1.833471069,55
I414,Gun 4,Object,Pixabay,2.86274509803922,1.4558806370823,102,3.89108910891089,1.75442862550182,101,I414,3.088888889,1.564117849,45,2.714285714,1.344541635,56,4,1.837117307,49,3.788461538,1.68425859,52
I503,Monkey 4,Animal,Pixabay,2.86111111111111,1.09764687419777,108,3.68269230769231,1.79678473934746,104,I503,3.035087719,1.068458708,57,2.666666667,1.107549848,51,3.367346939,1.603302289,49,3.963636364,1.924150956,55
I19,Angry face 5,Person,Flickr/Bart,2.85294117647059,1.02828376504544,102,3.55445544554455,1.75769876557249,101,I19,3.068181818,1.065259599,44,2.689655172,0.977050638,58,3.276595745,1.690152137,47,3.865384615,1.782582904,52
I282,Dog attack 1,Animal,Wikipedia,2.85185185185185,1.44568203232753,108,4.58653846153846,1.82544356584874,104,I282,2.771929825,1.451815906,57,2.941176471,1.4479194,51,4.081632653,1.869009705,49,5.036363636,1.677339564,55
I700,Sad pose 4,Person,Pixabay,2.84259259259259,0.977905802059496,108,3.31730769230769,1.57199040905275,104,I700,3.087719298,0.98707182,57,2.568627451,0.900108926,51,3.183673469,1.589987806,49,3.436363636,1.560669804,55
I873,Weapon 1,Object,Wikipedia,2.84259259259259,1.38187220311395,108,3.79807692307692,1.77567057040655,104,I873,3.210526316,1.410886779,57,2.431372549,1.237010945,51,3.816326531,1.703837206,49,3.781818182,1.852834756,55
I749,Sidewalk 6,Object,Pixabay,2.83333333333333,1.47643760003553,102,1.92079207920792,1.27814841326688,101,I749,2.577777778,1.529837913,45,3.017857143,1.420512986,56,1.93877551,1.214635804,49,1.903846154,1.346886248,52
I154,Child labor 2,Person,Pixabay,2.82178217821782,1.12601988973517,101,3.6504854368932,1.79710408584869,103,I154,3.017241379,1.162142294,58,2.558139535,1.030541364,43,3.632653061,1.799234531,49,3.679245283,1.826867695,53
I20,Angry pose 1,Person,Pixabay,2.81481481481481,1.04253598201557,108,3.61538461538462,1.79160768670543,104,I20,3,1.017700489,57,2.607843137,1.040738802,51,3.326530612,1.748663241,49,3.872727273,1.805901288,55
I441,Intensity 1,Person,Pixabay,2.81372549019608,1.14087331632319,102,4.14851485148515,1.83513562776086,101,I441,2.909090909,0.960091609,44,2.74137931,1.264360942,58,4.063829787,1.810647918,47,4.307692308,1.842190315,52
I637,Plane crash 2,Scene,Pixabay,2.81372549019608,1.19180694958806,102,3.87128712871287,1.68323121606411,101,I637,3.066666667,1.321156518,45,2.642857143,1.034470816,56,3.857142857,1.755942292,49,3.884615385,1.628831485,52
I21,Angry pose 2,Person,Flickr/madstreetz,2.80555555555556,0.999610516051438,108,3.72115384615385,1.7706163194941,104,I21,2.947368421,1.1247389,57,2.647058824,0.820329919,51,3.265306122,1.538065752,49,4.127272727,1.876309868,55
I317,Ferret 1,Animal,Pixabay,2.80392156862745,1.19436975953868,102,4.48514851485149,1.90585341191886,101,I317,2.704545455,0.794736916,44,2.879310345,1.427518841,58,4.14893617,1.966885901,47,4.903846154,1.72932737,52
I495,Miserable pose 2,Person,Pixabay,2.7962962962963,0.914670251182014,108,3.16346153846154,1.68436889695536,104,I495,2.929824561,0.923109054,57,2.647058824,0.890472446,51,2.959183673,1.632472354,49,3.345454545,1.723671596,55
I149,Cemetery 4,Scene,Pixabay,2.79411764705882,1.18854462375453,102,4.33663366336634,1.90933091800647,101,I149,2.954545455,1.119687362,44,2.672413793,1.233849077,58,4.085106383,1.815749782,47,4.596153846,1.942906811,52
I738,Shot 1,Object,Pixabay,2.76470588235294,1.18719630270363,102,4.21782178217822,1.81991186817406,101,I738,2.711111111,1.254486897,45,2.839285714,1.124548972,56,4.204081633,1.80253978,49,4.230769231,1.853617392,52
I24,Animal carcass 3,Animal,Wikipedia,2.75,1.36117733536735,108,4.42307692307692,2.02744426469696,104,I24,3.070175439,1.437503405,57,2.392156863,1.184540947,51,3.897959184,1.992118826,49,4.890909091,1.959523064,55
I412,Gun 2,Person,Pixabay,2.74509803921569,1.11414198670132,102,4.1980198019802,1.57492731248269,101,I412,2.863636364,1.112109019,44,2.655172414,1.116883574,58,4.255319149,1.661168854,47,4.153846154,1.526043396,52
I703,Sad pose 7,Person,Wikipedia,2.74074074074074,1.27792450284052,108,3.67307692307692,1.72047807587292,104,I703,3.01754386,1.31598996,57,2.431372549,1.170553749,51,3.265306122,1.617295971,49,4.036363636,1.742323229,55
I385,Garbage dump 7,Scene,Pixabay,2.73529411764706,1.17672536554017,102,2.47524752475248,1.60370857331337,101,I385,2.8,1.272077756,45,2.714285714,1.090692619,56,2.448979592,1.608068516,49,2.5,1.614881772,52
I411,Gun 1,Object,Pixabay,2.73267326732673,1.47574448404126,101,4.01941747572816,1.88378312791705,103,I411,2.965517241,1.4505355,58,2.418604651,1.467627793,43,3.979591837,1.842663334,49,4.018867925,1.936397985,53
I22,Animal carcass 1,Animal,Wikipedia,2.72222222222222,1.2367679716003,108,3.76923076923077,2.0537948263999,104,I22,2.964912281,1.322401931,57,2.450980392,1.082843026,51,3.469387755,2.011446834,49,4.036363636,2.072425993,55
I368,Frustrated pose 7,Person,Wikipedia,2.69607843137255,1.01268406894282,102,3.25,1.55293791299464,100,I368,2.772727273,0.936684811,44,2.637931034,1.071124608,58,3.130434783,1.484867306,46,3.403846154,1.611960387,52
I851,Tornado 4,Scene,Pixabay,2.69607843137255,1.36279572636819,102,5.13861386138614,1.65547396820546,101,I851,2.777777778,1.535768817,45,2.660714286,1.210210886,56,5.102040816,1.648798779,49,5.173076923,1.677079088,52
I213,Depressed pose 1,Person,Wikipedia,2.69444444444444,0.825508433908963,108,3.45192307692308,1.66564257807877,104,I213,2.736842105,0.876810694,57,2.647058824,0.770026738,51,3.020408163,1.613611321,49,3.836363636,1.63031054,55
I688,Sad face 1,Person,Pixabay,2.68627450980392,1.03388522408028,102,4.33663366336634,1.80153949566904,101,I688,2.681818182,0.85651341,44,2.689655172,1.157839739,58,4.170212766,1.685218976,47,4.557692308,1.893367801,52
I118,Car accident 3,Object,Pixabay,2.67647058823529,1.25202224307166,102,4.4950495049505,1.60389377688323,101,I118,2.909090909,1.137483592,44,2.5,1.31456083,58,4.404255319,1.484112595,47,4.615384615,1.705284131,52
I273,Dog 23,Animal,Flickr/Daniel Pascoal,2.67647058823529,1.40833280204098,102,4.82178217821782,1.82973243729219,101,I273,2.863636364,1.356995811,44,2.534482759,1.441435898,58,4.510638298,1.792160955,47,5.076923077,1.845462415,52
I850,Tornado 3,Scene,Pixabay,2.66336633663366,1.22700633839253,101,4.67961165048544,1.84822963640413,103,I850,2.862068966,1.191317653,58,2.395348837,1.23711521,43,4.714285714,1.744037461,49,4.641509434,1.971863036,53
I215,Depressed pose 3,Person,Wikipedia,2.65686274509804,0.959528535624417,102,4.00990099009901,1.56521595637759,101,I215,2.755555556,0.957163317,45,2.607142857,0.947313358,56,4.102040816,1.517191731,49,3.923076923,1.619079306,52
I284,Dog attack 3,Animal,Wikipedia,2.64705882352941,1.27928707577623,102,5.08910891089109,1.56268365257329,101,I284,2.772727273,1.158660742,44,2.551724138,1.365905827,58,4.829787234,1.578650345,47,5.346153846,1.54519642,52
I363,Frustrated pose 2,Person,Pixabay,2.63725490196078,0.865044103337111,102,3.48514851485149,1.65899886308664,101,I363,2.727272727,0.898671794,44,2.568965517,0.840051564,58,3.382978723,1.635917393,47,3.653846154,1.667269876,52
I695,Sad face 8,Person,Wikipedia,2.62962962962963,1.156797000686,108,4.16346153846154,1.98592414193883,104,I695,2.789473684,1.235441536,57,2.450980392,1.045250697,51,3.673469388,1.972601445,49,4.6,1.910981908,55
I650,Prison 2,Object,Pixabay,2.62037037037037,1.18177430829638,108,3.18269230769231,1.68237247573916,104,I650,2.684210526,1.136377307,57,2.549019608,1.237961639,51,2.734693878,1.692821981,49,3.581818182,1.583373205,55
I788,Soldiers 7,Person,Pixabay,2.61386138613861,1.19975244971371,101,4.07766990291262,1.85075141278574,103,I788,3,1.213953957,58,2.093023256,0.971350397,43,4.265306122,1.717259326,49,3.886792453,1.977375663,53
I421,Hallway 1,Scene,Wikipedia,2.61111111111111,1.12601632873847,108,3.375,1.94680470096241,104,I421,2.842105263,1.17700397,57,2.352941176,1.016337137,51,3.244897959,1.920618523,49,3.490909091,1.98020507,55
I791,Soldiers 10,Scene,Pixabay,2.6039603960396,1.37897939013454,101,4.1747572815534,1.84936228789351,103,I791,2.862068966,1.480259293,58,2.255813953,1.156617055,43,4.367346939,1.889597373,49,4,1.829249531,53
I636,Plane crash 1,Object,Pixabay,2.59803921568627,1.32201319567394,102,4.00990099009901,1.70584319036042,101,I636,2.866666667,1.423823278,45,2.410714286,1.202675589,56,4.1632653060000004,1.863542089,49,3.865384615,1.54702556,52
I891,Yarn 1,Object,Pixabay,2.59803921568627,1.4709046446641,102,1.87128712871287,1.26224693571926,101,I891,2.111111111,1.401658469,45,3.017857143,1.407655322,56,1.87755102,1.166059123,49,1.865384615,1.358038467,52
I493,Miserable face 2,Person,Pixabay,2.58823529411765,1.15486865376755,102,3.89108910891089,1.82702484985295,101,I493,2.733333333,1.115999348,45,2.5,1.175507627,56,3.673469388,1.852787934,49,4.096153846,1.796069951,52
I640,Police 1,Person,Pixabay,2.58823529411765,1.12885591058416,102,4.27722772277228,1.69775623621996,101,I640,2.355555556,1.003529126,45,2.803571429,1.181980508,56,4.306122449,1.746473609,49,4.25,1.667156791,52
I497,Miserable pose 4,Person,Wikipedia,2.58333333333333,0.977551776958906,108,3.96153846153846,1.60655862633941,104,I497,2.807017544,1.042637392,57,2.333333333,0.840634681,51,3.836734694,1.637413341,49,4.072727273,1.585285877,55
I494,Miserable pose 1,Person,Wikipedia,2.55882352941176,0.970592647490016,102,3.43564356435644,1.65780482315717,101,I494,2.622222222,1.093137455,45,2.535714286,0.852041094,56,3.448979592,1.696334584,49,3.423076923,1.63714426,52
I741,Shot 4,Object,Pixabay,2.54901960784314,1.1909514540687,102,3.6039603960396,1.79487719870075,101,I741,2.533333333,1.272077756,45,2.589285714,1.124548972,56,3.755102041,1.820377848,49,3.461538462,1.77633174,52
I847,Toilet 4,Object,Pixabay,2.53465346534653,1.21296625209149,101,3.15533980582524,1.7643378003081,103,I847,2.74137931,1.291814239,58,2.255813953,1.048650454,43,3.224489796,1.817339013,49,3.132075472,1.721333739,53
I444,Jail 3,Scene,Pixabay,2.51960784313725,1.19180694958806,102,3.9009900990099,1.85744421447886,101,I444,2.681818182,1.094865974,44,2.396551724,1.25571892,58,3.574468085,1.728843303,47,4.230769231,1.956541412,52
I150,Cemetery 5,Scene,Pixabay,2.50980392156863,1.22470524268888,102,4.7029702970297,1.83054393258094,101,I150,2.511111111,1.160372633,45,2.535714286,1.278696577,56,4.346938776,1.920839881,49,5.038461538,1.691519081,52
