Graphics (Cue_2_avg)
10_M285_STD064.jpg	IM_emmVb4J74y8nhZA
11_M298_STD167.jpg	IM_0PxTXSvsuVBNELc
12_M302_STD156.jpg	IM_bOe5LJ2lIepTFoG
13_M285_STD158.jpg	IM_bkib2iauEtTQMlM
14_M231_STD138.jpg	IM_a4TylliZbvYVenk
15_M279_STD154.jpg	IM_5sCNcDvxpfgXd42
16_M337_STD137.jpg	IM_0oouzrVRvZVpGxE
17_M316_STD124.jpg	IM_3sKlpfPKpXRRLVA
18_M295_STD081.jpg	IM_6S7DCVKarj7boi2
19_M274_STD136.jpg	IM_cHKYKgG4TbHldzw
1_M296_STD089.jpg	IM_4OX9VuU69novLU2
20_M308_STD205.jpg	IM_eRmUiShguXfAkNo
21_M298_STD236.jpg	IM_eu6cmQNG7mKvAYS
22_M277_STD139.jpg	IM_2b0pFwdKNTFbMVg
23_M191_STD051.jpg	IM_3INA6jOwelhX8gu
24_M318_STD162.jpg	IM_3ltkHF2dS80309w
25_M287_STD207.jpg	IM_benYDvoUSOIMf66
26_M332_STD120.jpg	IM_eamEnGGFlGbYWoK
27_M287_STD125.jpg	IM_0k3xj0qxZprvsmq
28_M316_STD144.jpg	IM_0GPqzWdaYVhX2JM
29_M321_STD110.jpg	IM_eFIuvYkbgD58XDE
2_M340_STD255.jpg	IM_a63Uyi5VlDUjJjw
30_M478_STD294.jpg	IM_2t9nToWmlj794O2
31_M355_STD166.jpg	IM_1Yx2BWYxclriYCi
32_M354_STD179.jpg	IM_aggQS59HN9oz4to
3_M311_STD168.jpg	IM_8ChRx7sV4qIeolM
4_M226_STD081.jpg	IM_3CoZ69yuN60zExM
5_M315_STD149.jpg	IM_3kpPVmYs62KkvpI
6_M303_STD216.jpg	IM_5gupLmWkwQmaxlc
7_M381_STD232.jpg	IM_2mlFdS3zGY772TA
8_M321_STD290.jpg	IM_bwkGi6ty2y2xGxU
9_M316_STD110.jpg	IM_0enOSpCucfyHqJ0
Graphics (Cue_6_avg)
10_M851_STD095.jpg	IM_8hTnMgrJE8zuoNU
11_M838_STD089.jpg	IM_0BOgdf7rZ5OZAq2
12_M786_STD106.jpg	IM_6loTFcZ9lQIyU5M
13_M772_STD098.jpg	IM_9LYVSO6maJTElwi
14_M860_STD084.jpg	IM_2bHJ2Qm009txZQ2
15_M718_STD115.jpg	IM_51nVNVHT9vLHoqi
16_M806_STD087.jpg	IM_41nxrxQKkFGwrdA
17_M839_STD116.jpg	IM_b7XzSFNOGvEokXY
18_M844_STD105.jpg	IM_6yhBz5LZr25xwCW
19_M775_STD128.jpg	IM_8q815VhQykGsGEu
1_M789_STD122.jpg	IM_3h0X57qc6BiVsLI
20_M827_STD141.jpg	IM_7VEgYl37M7q2lUy
21_M820_STD123.jpg	IM_4NPnhu61Cv5GDuS
22_M874_STD084.jpg	IM_8p0j8jMti9TiaKG
23_M764_STD116.jpg	IM_8q9LVjKFw1uNUnc
24_M799_STD122.jpg	IM_6qY52x2hRqKIhZI
25_M799_STD063.jpg	IM_a8zR7JOAva2kXdA
26_M842_STD090.jpg	IM_bClou9Uptn8GMTk
27_M817_STD130.jpg	IM_3gfP1hLvK9fHrue
28_M849_STD124.jpg	IM_81ui44C55d1oJJI
29_M774_STD117.jpg	IM_cT0WQFntrOiHau2
2_M851_STD093.jpg	IM_bxDVF4fdLUAG43Y
30_M790_STD064.jpg	IM_4Sf6Euqv7t1DUwu
31_M845_STD132.jpg	IM_9YPtqQE0JWaaK0K
32_M835_STD094.jpg	IM_9XfyhG3MwTwK61M
3_M838_STD121.jpg	IM_56Y4tnxPfcDisBM
4_M805_STD092.jpg	IM_6foU8YAe0lWphEa
5_M783_STD071.jpg	IM_6POOokZqHM00N2S
6_M799_STD149.jpg	IM_e4l2COBujaul3H8
7_M828_STD102.jpg	IM_ehDmdOKYVJhnv7g
8_M832_STD090.jpg	IM_eM5K6bvr7ZCwFaC
9_M812_STD116.jpg	IM_ddmSqWGQiDqS3Yi
Graphics (Examples)
19_M759_STD130.jpg	IM_6M4HMXRI5bWI5ZY
Flowers_3.jpg	IM_cNneuh2IYOzJfD0
Graphics (OASIS_subset_1)
Alcohol_3.jpg	IM_3mwlPaO22yHxOPI
Angry_face_2.jpg	IM_3PHahfCnahG7aIu
Animal_carcass_2.jpg	IM_bmBCcmGJzCyNzzo
Baby_10.jpg	IM_1Op0FATjmPVm0Mm
Baby_7.jpg	IM_cx7HUPkMEyG7Hi6
Baby_9.jpg	IM_bBADYvSfa9ljfP8
Bed_1.jpg	IM_3lSoMEYjA8U7KvQ
Camping_10.jpg	IM_9Mq4g5i7Y15nMz4
Camping_6.jpg	IM_a8Wu9smbFo1WWX4
Car_race_1.jpg	IM_bmfmPXiCauY8nQ2
Car_race_4.jpg	IM_6lDeTB74NeiLlMq
Cheerleader_2.jpg	IM_80RF3bFTcewrAEe
Collaboration_1.jpg	IM_eS9Jy2Pjpm5aNqC
Couple_3.jpg	IM_73cVGudeRfwu4js
Couple_7.jpg	IM_eL5Ezgq3z5qsbb0
Depressed_pose_1.jpg	IM_eV53LbCPqsvRzIW
Dessert_1.jpg	IM_bBY3soBA6LdxqCO
Destruction_6.jpg	IM_0eSSPdJgjZ6sSrQ
Dog_16.jpg	IM_blSkdY6ZUUo741w
Eating_2.jpg	IM_bECl6hGhZULnRH0
Fence_3.jpg	IM_ehRFzfurBHhIS1g
Flowers_6.jpg	IM_cM8tFBrBFQf6nIO
Food_5.jpg	IM_6fKLt8mjuVQ7a8S
Frustrated_pose_4.jpg	IM_br4ce7FA4XkWfwG
Garbage_dump_7.jpg	IM_5bStxDpfjBnAzvU
Graveyard_1.jpg	IM_6FJOExNMQxF8H5A
Graveyard_2.jpg	IM_7WmKq4KmluQZepo
Graveyard_3.jpg	IM_8e90IuAOySi0QqW
Horse_1.jpg	IM_5ABqBDjyZea5Uuq
Knife_2.jpg	IM_86RqAXAicY2IzPg
Lake_4.jpg	IM_4VMVjAg8D41xN8W
Miserable_pose_1.jpg	IM_3JyZugPnWyHMIn4
Miserable_pose_4.jpg	IM_5irNPcogBUgRWE6
Mother_9.jpg	IM_8HUcZCy4ba0Nn3E
Neonazi_1.jpg	IM_6G1rexAufhnMm9w
Neutral_face_2.jpg	IM_ddraLkmlpJhmWwe
Nude_couple_1.jpg	IM_bJgSptHYYkG8KQ6
Nude_couple_7.jpg	IM_09tpunAMITrDpGe
Paperclips_3.jpg	IM_9Knyss1XxMWZs9w
Paper_4.jpg	IM_cHh1UP6Nk0fajjM
Pig_1.jpg	IM_8kUKZ7kiXQFDMk6
Pig_2.jpg	IM_bxx2VW2Fetu6iEK
Plane_crash_4.jpg	IM_9Hr89NLW8czqN6u
Police_3.jpg	IM_6myCUdr3197pBP0
Present_2.jpg	IM_2lzsWUB9tL5RPg2
Rocks_6.jpg	IM_7W0M4ZQUOYgmLps
Roofing_4.jpg	IM_26lOUlPrORnx0Pk
Rubber_duck_1.jpg	IM_1yQw2aCjZijhB1Y
Sad_face_8.jpg	IM_cBiPtjHGL8WCnzM
School_1.jpg	IM_9HrZPRiZuIfsWIm
School_3.jpg	IM_1GlGHVQuH9KLRqe
School_5.jpg	IM_bOCRbZpnD1lu0nA
Snake_6.jpg	IM_eXUCa6hkWngfBD8
Stingray_1.jpg	IM_8Cy76J2ZXT9o9AG
Stingray_3.jpg	IM_5pE9xWIC5GzrXwO
Surgery_4.jpg	IM_8rcismSehabCBFQ
Swingset_1.jpg	IM_1Bn961nFPr9F1oW
Thunderstorm_3.jpg	IM_0NUXhjAmoZ5TUuq
Thunderstorm_8.jpg	IM_8AquA78JSMGN7kG
Timber_2.jpg	IM_3fyzVnad5dXrhRA
Toast_1.jpg	IM_dp1RqUjSjgwN0ZU
Tornado_4.jpg	IM_1FEppyqTYl3mbvE
Wedding_5.jpg	IM_1SNIOGph51PfLFQ
Wedding_7.jpg	IM_54h7Dsx6Xnr6Qcu
Graphics (OASIS_subset_2)
Alcohol_1.jpg	IM_0AszCXlNa2Hh9xI
Angry_face_5.jpg	IM_02El2zUBr5Co73w
Astronaut_2.jpg	IM_1HQxdm31u7ai2gu
Bar_1.jpg	IM_1LBfAwEWbp3UW58
Bed_1.jpg	IM_cGbMXoZa5WMlI4S
Car_2.jpg	IM_bPZvRv9LmIYqTc2
Cat_6.jpg	IM_8HUjdVAJenEQOTs
Cemetery_5.jpg	IM_5aHs0j2vpxr1k6G
Chipmunk_2.jpg	IM_6rRYgnkrRA2xBX0
Cotton_swabs_1.jpg	IM_8JpKeAdqIE7oyB8
Dancing_6.jpg	IM_6heTIFeGdVDZJIO
Depressed_face_1.jpg	IM_bvaCh8CqyI6z2su
Depressed_pose_1.jpg	IM_cIkT0AXebbg5tzg
Destruction_2.jpg	IM_cMEHh7ASVbLUrrM
Dirt_3.jpg	IM_9AEKUHne9KToyTI
Dirt_5.jpg	IM_5h88sdMR59FSsWW
Doctor_4.jpg	IM_b7sOSUmD7W0uoZ0
Doctor_8.jpg	IM_6Xd3pkTm1cjLev4
Dog_attack_3.jpg	IM_1M5ZnlylxDill6m
Feces_2.jpg	IM_6WsidJ2P7RN11Y2
Fence_2.jpg	IM_ebrGyVbKbo32wjY
Fire_3.jpg	IM_0Hbn1jpaTyMPCQu
Galaxy_8.jpg	IM_0BSoIaDRfcPVrzE
Garbage_dump_3.jpg	IM_e3PZ5M5GOAdT58q
Gazing_4.jpg	IM_3lYDeh5D86VgWai
Goat_1.jpg	IM_enDk2WJJbNdUGP4
Gun_5.jpg	IM_ahiwhTgRf8IPjv0
Happy_face_2.jpg	IM_5stZDLai8eKjGNE
Lake_5.jpg	IM_1SP4rhUl1cmwEVE
Memorial_1.jpg	IM_1LJpLeLwRdOQOGy
Memorial_2.jpg	IM_bj6DQa4O9VAaKPk
Monkey_4.jpg	IM_a2ZxSTEfm3GFpoa
Mother_9.jpg	IM_1LmIgCIRKX1v0eq
Neutral_face_3.jpg	IM_bw008rplcxdujb0
Neutral_pose_3.jpg	IM_1FyaNyObUNlTRPg
Nude_couple_10.jpg	IM_6KiPYBVCZdmvsnI
Nude_couple_5.jpg	IM_7UM0X7rZlaDcG8e
Nude_couple_8.jpg	IM_7VbFd28uXYxkaCG
Nude_woman_12.jpg	IM_egoMvb7zb1jlzoO
Office_supplies_5.jpg	IM_9NWLz13oriZusXs
Paperclips_3.jpg	IM_4Z4lZNKLDKQelzo
Parasailing_3.jpg	IM_72rbFIcS4GsTO2G
Plane_crash_4.jpg	IM_1yTfpKGU52k6v6S
Rocks_3.jpg	IM_6yYadTslNzrERn0
Roofing_1.jpg	IM_8uibMOqSPPTWZOC
Rooster_1.jpg	IM_0kNKle6JDEFSnQy
Running_away_1.jpg	IM_6SiQJ8CJEhabR30
Scared_face_4.jpg	IM_d066D468OQNCwjY
Skijump_2.jpg	IM_0etizlGMWTzR8ou
Soccer_2.jpg	IM_0xhYElyD5KxlwOO
Soldiers_2.jpg	IM_aaRWinxTq1IGhj8
Spider_2.jpg	IM_cOR5FokyfKgK8qW
Stingray_2.jpg	IM_1ET0MNFoIK91jO6
Sunflower_1.jpg	IM_bqfYIvgrNynOrmm
Swingset_1.jpg	IM_6DRlEZFdaTOl9Pw
Thunderstorm_1.jpg	IM_8Jk7cTV4H5l03vU
Thunderstorm_9.jpg	IM_094PvADMeK3TAii
Tickling_1.jpg	IM_dms8wIxxZuBqdqS
Wedding_4.jpg	IM_9XgWtdUtngRp15Q
Wolf_1.jpg	IM_4PDRZkoUzCkSou2
Woods_1.jpg	IM_7VvBDwV7VF0K7ki
Yarn_3.jpg	IM_9Mr5KS90Po5AQqG
Yarn_4.jpg	IM_eP51peueY1epYdE
Yoga_5.jpg	IM_4SEe8bCKL55GmnI
