value
Sadpose6
Ambulance3
Opossum1
Police4
Graveyard2
Gargoyle2
Animalcarcass2
Depressedpose4
Tornado5
Knife1
Shark10
Graveyard4
Graveyard1
Boredpose2
Ambulance2
Thunderstorm1
Sadface3
Sadface7
Boredpose4
Sadpose5
Snake6
Fireman1
Boredpose3
Wolf2
Gun8
Shark4
Angryface2
Snake2
Jail5
Spider1
Memorial3
Skinhead1
Sadface2
Scaredface3
Scaryface2
Scaredface5
Shot5
Snake1
Baby7
War4
Scaredface4
Memorial2
Miserablepose5
Cemetery3
Funeral1
Snake3
Surgery1
Spider2
Snake5
Fence4
Gun9
Sadpose1
Sadpose3
Gun4
Monkey4
Angryface5
Dogattack1
Sadpose4
Weapon1
Sidewalk6
Childlabor2
Angrypose1
Intensity1
Planecrash2
Angrypose2
Ferret1
Miserablepose2
Cemetery4
Shot1
Animalcarcass3
Gun2
Sadpose7
Garbagedump7
Gun1
Animalcarcass1
Frustratedpose7
Tornado4
Depressedpose1
Sadface1
Caraccident3
Dog23
Tornado3
Depressedpose3
Dogattack3
Frustratedpose2
Sadface8
Prison2
Soldiers7
Hallway1
Soldiers10
Planecrash1
Yarn1
Miserableface2
Police1
Miserablepose4
Miserablepose1
Shot4
Toilet4
Jail3
Cemetery5
Soldiers8
Angryface3
Explosion4
Angryface4
Pollution1
Fire10
Frustratedpose5
War5
Cockroach3
Police5
Hangover1
Animalcarcass6
Police2
Snake4
Flood1
Flood2
Frustratedpose1
Frustratedpose3
Ambulance1
Pigeon6
Sadface9
Flood3
Cockroach4
Cockroach2
Bloodyknife2
Explosion6
Destruction8
Planecrash3
Fire6
Jail1
Garbagedump1
Destruction2
Destruction5
Caraccident1
Feces1
Garbagedump5
Jail4
Destruction10
Tornado1
Injury2
Dog31
Cockroach1
Garbagedump8
Fire3
Planecrash4
Neonazi1
Carcrash3
Caraccident4
Jail2
Destruction6
Destruction7
Feces2
Garbagedump3
